"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd_pledged"
"78",1773515046,"The Lips Bus","Journalism","Journalism","USD",2010-12-18 01:19:35,5500,2010-10-18 01:19:35,485,"failed",11,"US",485
"79",1179173329,"Pixels Per Dollar (Links Forever Remain on the $1M+ Grid)","Web","Technology","USD",2014-12-25 17:59:00,250000,2014-11-20 05:07:39,1375,"failed",8,"US",1375
"80",422624069,"Kameron Corvet's NEW ALBUM","Rock","Music","USD",2011-12-27 15:13:38,18000,2011-11-22 15:13:38,0,"failed",0,"US",0
"81",532586440,"King Ahi's Poke Sauce & Marinade","Food","Food","USD",2013-05-23 06:00:00,10000,2013-04-23 00:29:49,855,"failed",12,"US",855
"82",271298691,"Halloween Cake Pops","Food","Food","USD",2013-10-28 07:59:00,550,2013-10-04 18:52:01,370,"failed",11,"US",370
"83",698836766,"LFG - The Fork of Truth","Video Games","Games","USD",2013-07-20 04:25:16,6e+05,2013-06-20 04:25:16,225382.99,"failed",4201,"US",225382.99
"84",1069459669,"Hill's Handmade Candles","Candles","Crafts","USD",2015-10-20 18:40:57,300,2015-09-20 18:40:57,20,"failed",2,"US",20
"85",109099836,"The Sand Nation","Documentary","Film & Video","USD",2016-01-23 04:00:00,15000,2015-12-23 00:25:35,0,"failed",0,"US",0
"86",1917388246,"Preserving Jazz...","Jazz","Music","USD",2015-12-19 23:11:30,5000,2015-11-04 23:11:30,0,"failed",0,"US",0
"87",1394449118,"Alpha Strike","Video Games","Games","USD",2016-01-16 15:06:18,5000,2015-11-17 15:06:18,416,"failed",36,"US",416
"88",288731435,"Feature Film: Limo Driver the Movie","Comedy","Film & Video","USD",2014-09-06 02:48:35,10000,2014-08-07 02:48:35,2930,"failed",54,"US",2930
"89",1094200876,"Where Everyday People Give Their Point-Of-View On The  News.","Web","Technology","USD",2015-05-04 13:45:00,14500,2015-04-04 14:09:31,439,"failed",6,"US",439
"90",1652286932,"cupidontheshelf.com","Apps","Technology","USD",2016-10-14 19:55:11,10000,2016-09-14 19:55:11,0,"failed",0,"US",0
"91",328705848,"Megan needs a crafting studio!","Crafts","Crafts","USD",2014-09-09 20:11:33,3000,2014-07-11 20:11:33,50,"failed",4,"US",50
"92",2111298676,"DeadPool/Black Panther Back in Red & Black","Webseries","Film & Video","USD",2014-06-01 22:27:00,10000,2014-04-04 18:32:36,66,"failed",5,"US",66
"93",209411234,"The Heart Of Asia","Art Books","Publishing","USD",2013-05-11 14:59:13,12000,2013-04-11 14:59:13,1525.01,"failed",12,"US",1525.01
"94",2135015028,"Fleece Photos for Healing","Nature","Photography","USD",2015-10-31 21:59:00,50000,2015-09-10 17:41:32,326,"failed",7,"US",326
"95",1989967612,"Jogo Grips - Keep Shoelaces Tied!","Product Design","Design","USD",2015-12-07 05:59:00,10000,2015-11-09 22:51:24,525,"failed",15,"US",525
"96",1984281098,"Hail Sativa","Art","Art","USD",2016-04-01 18:59:23,350,2016-03-02 18:59:23,146,"failed",4,"US",146
"97",1160413564,"LuvQuest.com - The social network for singles!","Web","Technology","USD",2015-01-21 23:01:27,55000,2014-12-19 23:01:27,2,"failed",1,"US",2
"98",370736485,"LvLn","Video Games","Games","USD",2013-10-30 20:47:06,25000,2013-09-30 21:47:06,602,"failed",25,"US",602
"99",836974150,"Quiver of the Pure Heart","Fiction","Publishing","USD",2014-06-06 19:34:11,1000,2014-05-07 19:34:11,50,"failed",1,"US",50
"100",1456161683,"Dwarven Mining Guild - Steam","Video Games","Games","USD",2015-04-18 15:08:32,500,2015-03-19 14:08:32,150,"failed",30,"US",150
"101",951752545,"Vincent the Buddha","Fantasy","Film & Video","USD",2015-08-09 07:15:16,350000,2015-06-10 07:15:16,94,"failed",5,"US",94
"102",1222183403,"The Struggles and Accomplishments of the UnDrafted","Radio & Podcasts","Publishing","USD",2015-09-21 19:31:41,75000,2015-08-07 19:31:41,525,"failed",2,"US",525
"103",1657887183,"Scared to Death Card Game","Tabletop Games","Games","USD",2012-11-14 20:59:24,10000,2012-10-10 20:59:24,915,"failed",14,"US",915
"104",1341574536,"Wildlife Replicas","Sculpture","Art","USD",2012-07-27 23:13:24,20000,2012-06-27 23:13:24,0,"failed",0,"US",0
"105",350877369,"My Brother Jack  (Burns)","Film & Video","Film & Video","USD",2010-08-30 00:28:00,50000,2010-06-01 02:15:31,980,"failed",4,"US",980
"106",31593496,"Crazy Steve's Pickles & Salsa - Condiments on a Mission!","Food","Food","USD",2011-05-24 20:21:08,15000,2011-04-18 20:21:08,315,"failed",10,"US",315
"107",1464699525,"Only What We Dream","Pop","Music","USD",2014-06-01 06:59:00,10000,2014-04-21 09:02:17,1385,"failed",21,"US",1385
"108",344556468,"Bobbi Wilson's Solo Album!","Jazz","Music","USD",2011-10-30 01:55:30,11000,2011-09-10 01:55:30,4440,"failed",44,"US",4440
"109",734860873,"Haven Brothers: Legacy of the American Diner","Documentary","Film & Video","USD",2012-06-24 03:06:30,25000,2012-05-25 03:06:30,3331,"failed",67,"US",3331
"110",1848266964,"In 500 years, has anything changed?","Fiction","Publishing","USD",2013-04-18 05:33:39,2000,2013-03-19 04:33:39,0,"failed",0,"US",0
"111",176596976,"The West Papuan Transformation","Photography","Photography","USD",2013-12-29 20:35:00,12500,2013-10-30 21:41:49,2555,"failed",20,"US",2555
"112",728337395,"Mermaid Escape to Australia! 2 Year Wall Calendar","Photography","Photography","USD",2015-10-29 21:51:03,3000,2015-09-29 22:51:03,427,"failed",8,"US",427
"113",1245916152,"Dave & Kel: A Time-Traveling Webseries","Webseries","Film & Video","USD",2012-01-05 01:20:21,15000,2011-11-06 00:20:21,4169,"failed",63,"US",4169
"114",975499351,"Dabville Bhombers ""Shatter-tastic"" Jerseys and Tees","Fashion","Fashion","USD",2014-03-21 21:02:17,1200,2014-02-19 22:02:17,60,"failed",1,"US",60
"115",1675166376,"Tetrapix","Puzzles","Games","USD",2015-05-07 02:00:00,10000,2015-04-06 07:09:51,1,"failed",1,"US",1
"116",809731996,"Francesca's Art Gallery","Mixed Media","Art","USD",2015-04-21 23:01:13,12500,2015-03-22 22:01:13,0,"failed",0,"US",0
"117",1365076711,"The Universal Scriptures","Academic","Publishing","USD",2014-10-11 02:18:11,5000,2014-08-12 02:18:11,0,"failed",0,"US",0
"118",1797352158,"Wave Hunters: The Forbidden Journey","Video Games","Games","USD",2014-07-02 21:17:40,10000,2014-06-02 21:17:40,351,"failed",6,"US",351
"119",122020618,"Four Seasons. Sustainable Agriculture in the Hudson Valley.","Documentary","Film & Video","USD",2011-06-25 01:26:36,15000,2011-05-16 01:26:36,73,"failed",6,"US",73
"120",556929628,"Humboldt Hotsauce Kinetic Grand Championship Pepper Art","Public Art","Art","USD",2012-05-02 00:01:00,1500,2012-03-27 01:53:54,100,"failed",2,"US",100
"121",1113144376,"inchicago.co","Radio & Podcasts","Publishing","USD",2014-12-14 00:21:19,1000,2014-11-14 00:21:19,0,"failed",0,"US",0
"122",925203084,"Texas In Pictures","Photography","Photography","USD",2012-08-25 02:24:31,75000,2012-07-26 02:24:31,10,"failed",1,"US",10
"123",1217095409,"Little Black Cat in a Santa Hat","Young Adult","Publishing","USD",2015-04-21 04:33:00,1000,2015-03-23 23:15:41,84,"failed",3,"US",84
"124",262921219,"The Kingsbury Run - Feature Film","Thrillers","Film & Video","USD",2015-10-02 16:47:01,10000,2015-09-02 16:47:01,4613,"failed",24,"US",4613
"125",63048956,"Look ´n Cook","Food","Food","USD",2012-10-27 21:39:23,30000,2012-09-27 21:39:23,101,"failed",2,"US",101
"126",212750168,"Politically Incorrect","Fashion","Fashion","USD",2013-10-11 22:29:04,500,2013-09-11 22:29:04,35,"failed",1,"US",35
"127",762978652,"Walking in the Footsteps of Buddha in Bihar.","Photo","Journalism","USD",2014-11-20 17:14:01,27000,2014-10-21 17:14:01,1885,"failed",21,"US",1885
"128",1807894445,"Burps, Farts, Bodily Functions and Parts","Children's Books","Publishing","USD",2014-09-12 19:38:35,4000,2014-08-13 19:38:35,80,"failed",5,"US",80
"129",2046693323,"CENTINEL WHEEL: All-In-One Smart Bike Wheel","Technology","Technology","USD",2015-06-07 06:39:53,1e+05,2015-05-08 06:39:53,12774,"failed",23,"US",12774
"130",1415597239,"Poorboy Candy : The Next Phase","Food","Food","USD",2012-07-25 18:59:45,15000,2012-06-25 18:59:45,3780,"failed",59,"US",3780
"131",861051774,"Utility Sports","Technology","Technology","USD",2014-11-19 13:14:51,9999,2014-10-20 13:14:51,0,"failed",0,"US",0
"132",1438018598,"Chief Honey Officer Institute (CHOI)","Farms","Food","USD",2015-02-09 06:59:00,15000,2015-01-06 22:55:09,3939,"failed",68,"US",3939
"133",539248388,"Cyberpunk novel - Dead Dwarves Don't Dance sequel","Fiction","Publishing","USD",2012-07-02 08:58:32,1350,2012-06-02 08:58:32,301,"failed",14,"US",301
"134",517872252,"Losing Eden: Oregon's endangered wildlife documentary","Film & Video","Film & Video","USD",2014-03-30 04:37:16,20000,2014-03-05 04:37:16,55,"failed",4,"US",55
"135",1759403883,"BOTTOMS UP!","Product Design","Design","USD",2015-12-04 05:30:00,40808,2015-11-04 00:32:13,1221,"failed",39,"US",1221
"136",1462594218,"UNKNOWNS: A Series About Breaking the Mold","Webseries","Film & Video","USD",2012-08-10 20:25:22,5500,2012-07-11 20:25:22,1330,"failed",23,"US",1330
"137",745571120,"Bike Map Holder: Easily Mount Any Map to Your Bicycle","Product Design","Design","USD",2016-04-26 05:30:00,6000,2016-03-28 16:27:07,1286,"failed",81,"US",1286
"138",249594263,"BEAUTYGURUSLIVE.COM","Fashion","Fashion","USD",2015-02-24 22:00:20,8000,2015-01-25 22:00:20,2,"failed",2,"US",2
"139",1420331607,"SF Book by Bestselling Hugo/Nebula Winning Author","Fiction","Publishing","USD",2012-05-10 02:05:38,10000,2012-04-05 02:05:38,798,"failed",41,"US",798
"140",1854896485,"Florida from Sky","Photography","Photography","USD",2011-01-01 23:53:01,2500,2010-12-02 23:53:01,200,"failed",1,"US",200
"141",1054699365,"Biohazard 2012","Fiction","Publishing","USD",2012-07-07 20:01:21,8000,2012-06-07 20:01:21,952.99,"failed",18,"US",952.99
"142",2087506145,"Pain Dealer MMA Design","Apparel","Fashion","USD",2014-08-12 21:13:07,6900,2014-06-13 21:13:07,1050,"failed",2,"US",1050
"143",1844464812,"""The City of Dreams"" Project","Public Art","Art","USD",2013-10-25 21:16:37,3500,2013-08-26 21:16:37,886,"failed",15,"US",886
"144",381123357,"Virtual Reality Jerusalem","Software","Technology","USD",2016-01-26 11:46:34,25000,2015-12-17 11:46:34,196,"failed",12,"US",196
"145",1128784190,"Performing Artists' PLUR Blacklight TePee Project","Performance Art","Art","USD",2014-04-20 22:20:00,420,2014-04-09 18:50:54,230,"failed",7,"US",230
"146",765208223,"Modern Vampire Portraits & Their Stories","People","Photography","USD",2016-06-07 02:25:12,5000,2016-05-08 02:25:12,0,"failed",0,"US",0
"147",1945273827,"Simple Green Leaf","Web","Journalism","USD",2016-05-22 22:56:39,9500,2016-04-22 22:56:39,46,"failed",2,"US",46
"148",1788888569,"Food Liberty","Restaurants","Food","USD",2016-03-22 17:16:13,5000,2016-02-21 18:16:13,2,"failed",2,"US",2
"149",528294291,"the z?co - a reusable, eco-friendly cup wrap","Design","Design","USD",2013-11-09 20:53:07,25000,2013-10-10 20:53:07,3324,"failed",61,"US",3324
"150",720495990,"Jewelry By Maille","Crafts","Crafts","USD",2014-07-29 17:23:06,2500,2014-07-09 17:23:06,5,"failed",1,"US",5
"151",1519533170,"Beer Pillow Marshmallows- Handcrafted, All Natural, Awesome","Food","Food","USD",2013-10-18 05:24:06,2000,2013-09-18 05:24:06,945,"failed",32,"US",945
"152",1672694063,"Don't You Want Your Photo Store to Be Up-to-Date?","Photography","Photography","USD",2014-11-24 06:00:00,15000,2014-10-31 22:36:17,1678,"failed",17,"US",1678
"153",457839445,"SAT Strategies & Shortcuts","Academic","Publishing","USD",2015-11-30 02:18:03,2000,2015-11-06 02:18:03,795,"failed",9,"US",795
"154",1332351892,"Luchador: Bright Lights and Barbwire RPG","Tabletop Games","Games","USD",2011-07-22 16:42:31,2000,2011-06-22 16:42:31,240,"failed",7,"US",240
"155",1044014575,"ZOMBIE MOVIE - American Dead","Film & Video","Film & Video","USD",2011-07-11 00:44:40,4000,2011-04-12 00:44:40,125,"failed",4,"US",125
"156",833098706,"The Reaper Event","Fiction","Publishing","USD",2016-01-13 21:20:49,3750,2015-12-14 21:20:49,62,"failed",3,"US",62
"157",1001656127,"Country Christian album titled ""I Believe""","Country & Folk","Music","USD",2013-11-13 16:00:00,5000,2013-10-28 16:41:11,140,"failed",4,"US",140
"158",1322143093,"For life's every occasion","Food","Food","USD",2013-11-21 06:59:00,55000,2013-10-14 13:47:15,3845,"failed",32,"US",3845
"159",1111943668,"Michael Evangelista's Peripheral EP","Country & Folk","Music","USD",2016-09-22 23:32:24,1500,2016-08-23 23:32:24,106,"failed",1,"US",0
"160",1938505952,"Yogi Flower","Photography","Photography","USD",2013-03-14 23:01:46,2800,2013-02-13 00:01:46,275,"failed",5,"US",275
"161",701755223,"Dottie","Apps","Technology","USD",2016-11-11 22:42:00,13000,2016-10-07 22:42:00,1106,"failed",12,"US",535
"162",2009373554,"Battle for Olympus","Tabletop Games","Games","USD",2014-08-14 22:00:30,1000,2014-07-25 22:00:30,92,"failed",11,"US",92
"163",137931850,"Oh, Industry!","Narrative Film","Film & Video","USD",2011-01-15 21:33:18,60000,2010-11-13 21:33:18,0,"failed",0,"US",0
"164",1639417900,"TRUTH - SURVIVOR - JUSTICE","Nonfiction","Publishing","USD",2014-10-10 02:01:10,50000,2014-09-10 02:01:10,2,"failed",1,"US",2
"165",402839793,"antiviolenceclothing.com","Fashion","Fashion","USD",2015-10-26 00:57:39,10000,2015-09-26 01:57:39,0,"failed",0,"US",0
"166",1493508369,"Help 1&3 T.C Fm Get A New Studio!!!","Music","Music","USD",2016-10-15 19:17:37,5000,2016-08-16 19:17:37,0,"failed",0,"US",0
"167",2107534889,"THE DUEL","Shorts","Film & Video","USD",2012-01-07 08:47:19,9500,2011-12-08 08:47:19,71,"failed",8,"US",71
"168",1312053165,"Help a stay-at-home mom start an online crafting business!","Crafts","Crafts","USD",2015-04-10 23:33:00,1000,2015-02-19 23:33:00,0,"failed",0,"US",0
"169",984808516,"Human Traffic: Part 1 of 13 miniseries","Drama","Film & Video","USD",2016-09-28 17:20:40,7500,2016-07-30 17:20:40,232,"failed",4,"US",25
"170",1086661080,"DamnationWoods","Film & Video","Film & Video","USD",2011-08-13 03:13:00,1000,2011-06-20 05:39:06,0,"failed",0,"US",0
"171",519541735,"Calendar Girl","Illustration","Art","USD",2012-08-01 19:08:37,10000,2012-07-02 19:08:37,145,"failed",6,"US",145
"172",219286527,"Body Food - NO YUCKY STUFF 3-Ingredient Skincare","Crafts","Crafts","USD",2015-10-23 23:58:09,5000,2015-09-23 23:58:09,930,"failed",16,"US",930
"173",1633335593,"The Blacktooth - Culture Magazine","Periodicals","Publishing","USD",2012-05-15 19:00:00,8500,2012-04-05 18:07:50,6.66,"failed",1,"US",6.66
